1.1831 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.0137 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001795FF52978>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001795ECF95F8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.0139 	EXP 	window1: mouseVisible = True
6.0139 	EXP 	window1: recordFrameIntervals = False
6.1808 	EXP 	window1: recordFrameIntervals = True
6.3648 	EXP 	window1: recordFrameIntervals = False
6.6845 	EXP 	Created fixation = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='taskSamples/Fixation.png', interpolate=True, mask=None, maskParams=None, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.7]), texRes=128.0, units='height', win=Window(...))
6.6866 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.7]), texRes=128.0, units='height', win=Window(...))
6.6885 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.7]), texRes=128.0, units='height', win=Window(...))
6.6904 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
6.7041 	EXP 	Imported trial.xlsx as conditions, 50 conditions, 8 params
6.7045 	EXP 	Created sequence: sequential, trialTypes=50, nReps=1, seed=None
6.7047 	EXP 	New trial (rep=0, index=0): {'trialN': 1, 'images1': 'taskSamples\\A6_1.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 1}
6.7413 	EXP 	fixation: autoDraw = True
7.5390 	EXP 	fixation: autoDraw = False
7.5390 	EXP 	image1: autoDraw = True
15.5618 	EXP 	New trial (rep=0, index=1): {'trialN': 2, 'images1': 'taskSamples\\A20_2.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
15.5717 	EXP 	image1: autoDraw = False
15.5717 	EXP 	image1: autoDraw = False
15.5717 	EXP 	image: autoDraw = True
15.5717 	EXP 	image: autoDraw = False
15.5717 	EXP 	image: autoDraw = False
15.5717 	EXP 	image_2: autoDraw = True
15.5717 	EXP 	image_2: autoDraw = False
15.5717 	EXP 	image_2: autoDraw = False
15.5717 	EXP 	fixation: autoDraw = True
16.3893 	EXP 	fixation: autoDraw = False
16.3893 	EXP 	fixation: autoDraw = False
16.3893 	EXP 	image1: autoDraw = True
24.3783 	EXP 	New trial (rep=0, index=2): {'trialN': 3, 'images1': 'taskSamples\\B17.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
24.3892 	EXP 	image1: autoDraw = False
24.3892 	EXP 	image1: autoDraw = False
24.3892 	EXP 	image: autoDraw = True
24.3892 	EXP 	image: autoDraw = False
24.3892 	EXP 	image: autoDraw = False
24.3892 	EXP 	image_2: autoDraw = True
24.3892 	EXP 	image_2: autoDraw = False
24.3892 	EXP 	image_2: autoDraw = False
24.3892 	EXP 	fixation: autoDraw = True
25.2107 	EXP 	fixation: autoDraw = False
25.2107 	EXP 	fixation: autoDraw = False
25.2107 	EXP 	image1: autoDraw = True
30.2216 	EXP 	New trial (rep=0, index=3): {'trialN': 4, 'images1': 'taskSamples\\B8.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
30.2317 	EXP 	image1: autoDraw = False
30.2317 	EXP 	image1: autoDraw = False
30.2317 	EXP 	image: autoDraw = True
30.2317 	EXP 	image: autoDraw = False
30.2317 	EXP 	image: autoDraw = False
30.2317 	EXP 	image_2: autoDraw = True
30.2317 	EXP 	image_2: autoDraw = False
30.2317 	EXP 	image_2: autoDraw = False
30.2317 	EXP 	fixation: autoDraw = True
31.0372 	EXP 	fixation: autoDraw = False
31.0372 	EXP 	fixation: autoDraw = False
31.0372 	EXP 	image1: autoDraw = True
36.0728 	EXP 	New trial (rep=0, index=4): {'trialN': 5, 'images1': 'taskSamples\\C4_Spatial_ADD_1.png', 'duration1': 8, 'images2': 'taskSamples\\C4_Spatial_ADD_2.png', 'duration2': 2, 'images3': 'taskSamples\\C4_Spatial_ADD_3.png', 'duration3': 5, 'correctAns': 1}
36.0829 	EXP 	image1: autoDraw = False
36.0829 	EXP 	image1: autoDraw = False
36.0829 	EXP 	image: autoDraw = True
36.0829 	EXP 	image: autoDraw = False
36.0829 	EXP 	image: autoDraw = False
36.0829 	EXP 	image_2: autoDraw = True
36.0829 	EXP 	image_2: autoDraw = False
36.0829 	EXP 	image_2: autoDraw = False
36.0829 	EXP 	fixation: autoDraw = True
36.9053 	EXP 	fixation: autoDraw = False
36.9053 	EXP 	fixation: autoDraw = False
36.9053 	EXP 	image1: autoDraw = True
44.9239 	EXP 	image1: autoDraw = False
44.9239 	EXP 	image1: autoDraw = False
44.9239 	EXP 	image: autoDraw = True
46.9591 	EXP 	image: autoDraw = False
46.9591 	EXP 	image: autoDraw = False
46.9591 	EXP 	image_2: autoDraw = True
51.9522 	EXP 	New trial (rep=0, index=5): {'trialN': 6, 'images1': 'taskSamples\\C3_Episodic_SUB_1.png', 'duration1': 8, 'images2': 'taskSamples\\C3_Episodic_SUB_2.png', 'duration2': 2, 'images3': 'taskSamples\\C3_Episodic_SUB_3.png', 'duration3': 5, 'correctAns': 1}
51.9644 	EXP 	image_2: autoDraw = False
51.9644 	EXP 	image_2: autoDraw = False
51.9644 	EXP 	fixation: autoDraw = True
52.7853 	EXP 	fixation: autoDraw = False
52.7853 	EXP 	fixation: autoDraw = False
52.7853 	EXP 	image1: autoDraw = True
60.8213 	EXP 	image1: autoDraw = False
60.8213 	EXP 	image1: autoDraw = False
60.8213 	EXP 	image: autoDraw = True
62.8424 	EXP 	image: autoDraw = False
62.8424 	EXP 	image: autoDraw = False
62.8424 	EXP 	image_2: autoDraw = True
67.8560 	EXP 	New trial (rep=0, index=6): {'trialN': 7, 'images1': 'taskSamples\\B18.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
67.8706 	EXP 	image_2: autoDraw = False
67.8706 	EXP 	image_2: autoDraw = False
67.8706 	EXP 	fixation: autoDraw = True
68.6922 	EXP 	fixation: autoDraw = False
68.6922 	EXP 	fixation: autoDraw = False
68.6922 	EXP 	image1: autoDraw = True
73.7152 	EXP 	New trial (rep=0, index=7): {'trialN': 8, 'images1': 'taskSamples\\B2.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 1}
73.7224 	EXP 	image1: autoDraw = False
73.7224 	EXP 	image1: autoDraw = False
73.7224 	EXP 	image: autoDraw = True
73.7224 	EXP 	image: autoDraw = False
73.7224 	EXP 	image: autoDraw = False
73.7224 	EXP 	image_2: autoDraw = True
73.7224 	EXP 	image_2: autoDraw = False
73.7224 	EXP 	image_2: autoDraw = False
73.7224 	EXP 	fixation: autoDraw = True
74.5266 	EXP 	fixation: autoDraw = False
74.5266 	EXP 	fixation: autoDraw = False
74.5266 	EXP 	image1: autoDraw = True
79.5497 	EXP 	New trial (rep=0, index=8): {'trialN': 9, 'images1': 'taskSamples\\A14_2.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
79.5606 	EXP 	image1: autoDraw = False
79.5606 	EXP 	image1: autoDraw = False
79.5606 	EXP 	image: autoDraw = True
79.5606 	EXP 	image: autoDraw = False
79.5606 	EXP 	image: autoDraw = False
79.5606 	EXP 	image_2: autoDraw = True
79.5606 	EXP 	image_2: autoDraw = False
79.5606 	EXP 	image_2: autoDraw = False
79.5606 	EXP 	fixation: autoDraw = True
80.3779 	EXP 	fixation: autoDraw = False
80.3779 	EXP 	fixation: autoDraw = False
80.3779 	EXP 	image1: autoDraw = True
88.3744 	EXP 	New trial (rep=0, index=9): {'trialN': 10, 'images1': 'taskSamples\\A15_2.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
88.3845 	EXP 	image1: autoDraw = False
88.3845 	EXP 	image1: autoDraw = False
88.3845 	EXP 	image: autoDraw = True
88.3845 	EXP 	image: autoDraw = False
88.3845 	EXP 	image: autoDraw = False
88.3845 	EXP 	image_2: autoDraw = True
88.3845 	EXP 	image_2: autoDraw = False
88.3845 	EXP 	image_2: autoDraw = False
88.3845 	EXP 	fixation: autoDraw = True
89.1887 	EXP 	fixation: autoDraw = False
89.1887 	EXP 	fixation: autoDraw = False
89.1887 	EXP 	image1: autoDraw = True
97.1778 	EXP 	New trial (rep=0, index=10): {'trialN': 11, 'images1': 'taskSamples\\B1.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 1}
97.1892 	EXP 	image1: autoDraw = False
97.1892 	EXP 	image1: autoDraw = False
97.1892 	EXP 	image: autoDraw = True
97.1892 	EXP 	image: autoDraw = False
97.1892 	EXP 	image: autoDraw = False
97.1892 	EXP 	image_2: autoDraw = True
97.1892 	EXP 	image_2: autoDraw = False
97.1892 	EXP 	image_2: autoDraw = False
97.1892 	EXP 	fixation: autoDraw = True
98.0099 	EXP 	fixation: autoDraw = False
98.0099 	EXP 	fixation: autoDraw = False
98.0099 	EXP 	image1: autoDraw = True
