1.2053 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.6815 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B523172978>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B521F19630>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.6823 	EXP 	window1: mouseVisible = True
5.6823 	EXP 	window1: recordFrameIntervals = False
5.8457 	EXP 	window1: recordFrameIntervals = True
6.0293 	EXP 	window1: recordFrameIntervals = False
6.3477 	EXP 	Created fixation = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='taskSamples/Fixation.png', interpolate=True, mask=None, maskParams=None, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.7]), texRes=128.0, units='height', win=Window(...))
6.3498 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.7]), texRes=128.0, units='height', win=Window(...))
6.3519 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.7]), texRes=128.0, units='height', win=Window(...))
6.3538 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.7]), texRes=128.0, units='height', win=Window(...))
6.3678 	EXP 	Imported trial.xlsx as conditions, 50 conditions, 8 params
6.3681 	EXP 	Created sequence: sequential, trialTypes=50, nReps=1, seed=None
6.3683 	EXP 	New trial (rep=0, index=0): {'trialN': 1, 'images1': 'taskSamples\\A6_1.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 1}
6.4044 	EXP 	fixation: autoDraw = True
7.1880 	EXP 	fixation: autoDraw = False
7.1880 	EXP 	image1: autoDraw = True
15.1808 	EXP 	New trial (rep=0, index=1): {'trialN': 2, 'images1': 'taskSamples\\A20_2.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
15.1907 	EXP 	image1: autoDraw = False
15.1907 	EXP 	image1: autoDraw = False
15.1907 	EXP 	image: autoDraw = True
15.1907 	EXP 	image: autoDraw = False
15.1907 	EXP 	image: autoDraw = False
15.1907 	EXP 	image_2: autoDraw = True
15.1907 	EXP 	image_2: autoDraw = False
15.1907 	EXP 	image_2: autoDraw = False
15.1907 	EXP 	fixation: autoDraw = True
15.9944 	EXP 	fixation: autoDraw = False
15.9944 	EXP 	fixation: autoDraw = False
15.9944 	EXP 	image1: autoDraw = True
24.0139 	EXP 	New trial (rep=0, index=2): {'trialN': 3, 'images1': 'taskSamples\\B17.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
24.0357 	EXP 	image1: autoDraw = False
24.0357 	EXP 	image1: autoDraw = False
24.0357 	EXP 	image: autoDraw = True
24.0357 	EXP 	image: autoDraw = False
24.0357 	EXP 	image: autoDraw = False
24.0357 	EXP 	image_2: autoDraw = True
24.0357 	EXP 	image_2: autoDraw = False
24.0357 	EXP 	image_2: autoDraw = False
24.0357 	EXP 	fixation: autoDraw = True
24.8565 	EXP 	fixation: autoDraw = False
24.8565 	EXP 	image1: autoDraw = True
29.8614 	EXP 	New trial (rep=0, index=3): {'trialN': 4, 'images1': 'taskSamples\\B8.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
29.8716 	EXP 	image1: autoDraw = False
29.8716 	EXP 	image1: autoDraw = False
29.8716 	EXP 	image: autoDraw = True
29.8716 	EXP 	image: autoDraw = False
29.8716 	EXP 	image: autoDraw = False
29.8716 	EXP 	image_2: autoDraw = True
29.8716 	EXP 	image_2: autoDraw = False
29.8716 	EXP 	image_2: autoDraw = False
29.8716 	EXP 	fixation: autoDraw = True
30.6770 	EXP 	fixation: autoDraw = False
30.6770 	EXP 	fixation: autoDraw = False
30.6770 	EXP 	image1: autoDraw = True
35.6703 	EXP 	New trial (rep=0, index=4): {'trialN': 5, 'images1': 'taskSamples\\C4_Spatial_ADD_1.png', 'duration1': 8, 'images2': 'taskSamples\\C4_Spatial_ADD_2.png', 'duration2': 2, 'images3': 'taskSamples\\C4_Spatial_ADD_3.png', 'duration3': 5, 'correctAns': 1}
35.6809 	EXP 	image1: autoDraw = False
35.6809 	EXP 	image1: autoDraw = False
35.6809 	EXP 	image: autoDraw = True
35.6809 	EXP 	image: autoDraw = False
35.6809 	EXP 	image: autoDraw = False
35.6809 	EXP 	image_2: autoDraw = True
35.6809 	EXP 	image_2: autoDraw = False
35.6809 	EXP 	image_2: autoDraw = False
35.6809 	EXP 	fixation: autoDraw = True
36.5045 	EXP 	fixation: autoDraw = False
36.5045 	EXP 	fixation: autoDraw = False
36.5045 	EXP 	image1: autoDraw = True
44.5283 	EXP 	image1: autoDraw = False
44.5283 	EXP 	image1: autoDraw = False
44.5283 	EXP 	image: autoDraw = True
46.5643 	EXP 	image: autoDraw = False
46.5643 	EXP 	image: autoDraw = False
46.5643 	EXP 	image_2: autoDraw = True
51.5538 	EXP 	New trial (rep=0, index=5): {'trialN': 6, 'images1': 'taskSamples\\C3_Episodic_SUB_1.png', 'duration1': 8, 'images2': 'taskSamples\\C3_Episodic_SUB_2.png', 'duration2': 2, 'images3': 'taskSamples\\C3_Episodic_SUB_3.png', 'duration3': 5, 'correctAns': 1}
51.5679 	EXP 	image_2: autoDraw = False
51.5679 	EXP 	image_2: autoDraw = False
51.5679 	EXP 	fixation: autoDraw = True
52.3946 	EXP 	fixation: autoDraw = False
52.3946 	EXP 	fixation: autoDraw = False
52.3946 	EXP 	image1: autoDraw = True
60.4102 	EXP 	image1: autoDraw = False
60.4102 	EXP 	image1: autoDraw = False
60.4102 	EXP 	image: autoDraw = True
62.4145 	EXP 	image: autoDraw = False
62.4145 	EXP 	image: autoDraw = False
62.4145 	EXP 	image_2: autoDraw = True
67.0582 	DATA 	Keypress: escape
67.1867 	EXP 	window1: mouseVisible = True
